Working Since (Date),Gender,Work Type,Pay Grade,Current Resources,Mental Fatigue Score,Burn Rate,Employee Position
2020-05-18,Female,Unorganised,0,8,5.3,0.36,Laundry Attendant
2019-08-30,Female,Organised,3,6,7.4,0.68,Cook
2022-05-18,Male,Organised,4,5,4,0.44,Security Guard
2020-01-08,Female,Unorganised,1,2,7.7,0.45,Housekeeping Manager
2020-08-27,Male,Organised,3,10,7.5,0.5,Laundry Attendant
2023-05-17,Male,Unorganised,0,5,4.9,0.28,Laundry Attendant
2018-03-08,Female,Organised,4,8,3.1,0.46,Laundry Attendant
2019-08-08,Male,Organised,0,10,7.7,0.26,Laundry Attendant
2023-06-28,Male,Organised,1,1,9.1,0.46,Housekeeping Manager
2021-12-05,Male,Organised,1,8,7.3,0.39,Cook
2022-08-08,Female,Unorganised,0,8,5.1,0.81,Security Guard
2022-02-11,Male,Organised,4,10,1.8,0.85,Cleaner
2022-06-26,Male,Organised,1,6,6.3,0.8,Housekeeping Manager
2021-09-22,Female,Unorganised,1,3,4.4,0.18,Laundry Attendant
2021-09-09,Female,Organised,1,5,6.1,0.56,Laundry Attendant
2022-08-19,Female,Unorganised,1,9,3,0.29,Maintenance Staff
2022-08-17,Male,Unorganised,3,4,8,0.12,Laundry Attendant
2019-10-02,Male,Unorganised,4,3,3.6,0.04,Housekeeper
2024-07-01,Male,Unorganised,0,4,7,0.11,Security Guard
2023-10-15,Female,Organised,4,6,9.2,0.26,Laundry Attendant
2024-07-18,Male,Organised,4,5,9.2,0.53,Housekeeping Manager
2024-06-24,Female,Unorganised,3,8,5.5,0.16,Cook
2021-09-26,Female,Organised,4,1,5,0.44,Maintenance Staff
2023-04-22,Male,Unorganised,4,1,7.9,0.63,Cleaner
2018-08-05,Male,Organised,3,2,6.1,0.56,Cleaner
2021-03-24,Female,Organised,4,3,8.3,0.51,Kitchen Helper
2020-05-10,Male,Organised,0,3,6.1,0.56,Housekeeper
2022-05-11,Male,Organised,4,5,9.1,0.2,Housekeeper
2019-05-11,Female,Organised,2,2,6.6,0.18,Housekeeping Manager
2021-02-04,Male,Organised,0,9,6.6,0.76,Housekeeper
2018-12-24,Male,Organised,3,10,5.4,0.66,Housekeeping Manager
2021-07-24,Male,Organised,3,4,6.5,0.8,Janitor
2019-04-26,Female,Unorganised,3,6,6.8,0.51,Security Guard
2018-10-23,Male,Unorganised,3,10,2.6,0.55,Cook
2018-04-01,Female,Unorganised,0,3,1.8,0.65,Maintenance Staff
2021-07-07,Female,Organised,4,8,5.3,0.32,Maintenance Staff
2022-07-20,Male,Organised,3,9,4.7,0.37,Cook
2024-03-30,Female,Organised,3,1,4.1,0.27,Housekeeping Manager
2019-12-15,Male,Unorganised,0,1,7.4,0.19,Cleaner
2023-03-26,Female,Organised,0,2,0,0.05,Kitchen Helper
2023-12-01,Male,Organised,3,5,8.3,0.38,Cook
2023-05-06,Male,Organised,0,2,0.8,0.53,Maintenance Staff
2019-11-23,Female,Organised,0,4,10,0.41,Cook
2023-06-25,Male,Organised,2,7,0.8,0.81,Housekeeping Manager
2019-08-13,Female,Organised,3,9,6.9,0.68,Housekeeper
2018-12-01,Female,Unorganised,2,1,0.8,0.38,Cleaner
2019-03-03,Male,Unorganised,0,10,8.2,0.7,Security Guard
2018-08-25,Female,Unorganised,1,10,7.6,0.15,Kitchen Helper
2020-02-09,Male,Organised,4,4,7.9,0.41,Cook
2023-06-30,Female,Unorganised,1,3,7.9,0.56,Laundry Attendant
2019-02-25,Male,Organised,1,10,5.8,0.68,Laundry Attendant
2024-06-15,Female,Organised,1,6,7.6,0.72,Housekeeping Manager
2022-11-05,Male,Unorganised,0,9,7,0.26,Cleaner
2019-02-27,Female,Unorganised,1,9,0,0.61,Security Guard
2021-02-24,Male,Unorganised,1,1,5.8,0.55,Housekeeper
2018-05-04,Female,Organised,2,2,7,0.51,Housekeeping Manager
2023-06-05,Female,Organised,3,9,7.4,0.8,Housekeeper
2019-06-09,Female,Unorganised,0,3,0.8,0.52,Kitchen Helper
2021-06-29,Female,Organised,4,5,4.3,0.67,Laundry Attendant
2021-02-16,Female,Organised,2,6,0.8,0.27,Laundry Attendant
2020-10-06,Female,Unorganised,0,6,6.1,0.15,Cleaner
2018-10-21,Female,Unorganised,4,6,7.6,0.29,Housekeeping Manager
2022-04-05,Male,Organised,0,8,1.8,0.81,Janitor
2020-12-13,Female,Organised,0,10,5.9,0.28,Maintenance Staff
2024-05-14,Male,Organised,1,7,2.9,0.81,Security Guard
2020-08-02,Male,Organised,4,10,1.8,0.66,Cleaner
2022-07-24,Male,Organised,1,2,9.2,0.63,Maintenance Staff
2020-10-22,Female,Unorganised,4,9,8,0.94,Cook
2022-10-24,Female,Unorganised,0,5,4.7,0.46,Kitchen Helper
2024-11-13,Male,Organised,1,5,3.8,0.6,Security Guard
2020-04-19,Male,Organised,2,9,5.4,0.72,Laundry Attendant
2019-04-17,Female,Organised,3,5,5,0.52,Cook
2020-08-17,Male,Unorganised,4,1,7.6,0.66,Cook
2021-02-13,Female,Organised,1,3,4.9,0.66,Maintenance Staff
2023-10-27,Male,Organised,0,9,3.6,0.32,Laundry Attendant
2024-01-25,Male,Organised,4,7,5.3,0.5,Security Guard
2021-10-19,Male,Organised,0,6,2.9,0.57,Housekeeper
2020-12-07,Male,Unorganised,4,2,6.7,0.46,Cook
2022-09-04,Female,Organised,0,10,7.7,0.63,Laundry Attendant
2024-11-08,Male,Organised,1,3,2.6,0.28,Janitor
2018-12-26,Female,Unorganised,2,4,4.4,0.55,Housekeeping Manager
2018-01-23,Female,Organised,3,10,9.1,0.36,Housekeeper
2018-07-16,Female,Organised,0,10,7.9,0.39,Housekeeping Manager
2018-01-24,Female,Unorganised,4,10,4.1,0.4,Janitor
2019-12-29,Male,Organised,0,5,5.8,0.52,Laundry Attendant
2020-11-22,Male,Unorganised,1,6,3.1,0.53,Housekeeping Manager
2020-03-26,Male,Organised,2,9,6.3,0.67,Janitor
2021-11-18,Female,Organised,2,2,4.1,0.15,Housekeeper
2024-01-18,Female,Unorganised,1,9,8.2,0.62,Maintenance Staff
2023-09-25,Female,Organised,3,3,3,0.43,Housekeeping Manager
2019-03-08,Female,Organised,2,8,5.8,0.15,Housekeeping Manager
2018-09-12,Female,Unorganised,2,7,6,0.15,Cook
2020-06-03,Female,Unorganised,1,8,7.4,0.42,Cleaner
2022-04-19,Female,Organised,4,10,0.8,0.36,Housekeeper
2019-05-25,Female,Organised,3,7,6.6,0.44,Kitchen Helper
2022-01-20,Male,Unorganised,4,6,6.3,0,Janitor
2022-07-02,Female,Unorganised,4,4,6.3,0.67,Housekeeper
2019-07-12,Male,Organised,4,3,8.3,0.68,Laundry Attendant
2020-03-03,Female,Unorganised,2,2,4.4,0.19,Cleaner
2023-02-13,Male,Organised,0,2,5.1,0.81,Cleaner
2019-06-07,Male,Organised,1,2,4.7,0.11,Security Guard
2022-07-18,Male,Unorganised,1,6,7.9,0.81,Security Guard
2023-09-16,Female,Unorganised,2,6,5.7,0.59,Security Guard
2018-12-04,Female,Organised,2,3,8.2,0.15,Cook
2024-08-10,Female,Unorganised,2,3,4.7,0.67,Security Guard
2023-07-17,Male,Organised,2,9,6.9,0.32,Cook
2020-12-01,Female,Unorganised,3,5,8.7,0.33,Housekeeper
2024-11-15,Female,Organised,3,3,6.8,0.34,Security Guard
2021-11-25,Male,Organised,0,10,5.3,0.34,Cleaner
2024-06-28,Female,Unorganised,4,8,5.4,0.5,Cleaner
2021-02-09,Female,Organised,4,9,0.8,0.51,Housekeeper
2018-02-12,Male,Organised,2,3,3.1,0.53,Security Guard
2022-02-04,Female,Organised,1,4,7.3,0.66,Cleaner
2023-05-25,Male,Organised,2,8,6.1,0.79,Cleaner
2024-06-18,Male,Organised,2,2,5.7,0.51,Janitor
2022-06-13,Female,Organised,0,1,4.1,0.63,Janitor
2018-12-14,Male,Unorganised,2,5,8,0.4,Laundry Attendant
2024-10-09,Female,Unorganised,3,8,3,0.53,Laundry Attendant
2023-05-02,Female,Unorganised,0,2,5.1,0.29,Housekeeping Manager
2021-08-02,Male,Unorganised,4,10,1.8,0.76,Housekeeper
2020-09-12,Female,Unorganised,4,6,7.4,0.43,Laundry Attendant
2020-03-02,Male,Organised,4,8,5.5,0.52,Laundry Attendant
2018-01-17,Female,Organised,4,3,5,0.45,Housekeeper
2018-02-04,Male,Organised,0,2,6.2,0.51,Security Guard
2023-07-20,Male,Unorganised,3,10,8.3,0.61,Housekeeper
2023-02-10,Male,Organised,1,3,4.4,0.76,Housekeeping Manager
2021-07-26,Male,Unorganised,0,3,4.1,0.44,Security Guard
2022-10-26,Female,Unorganised,3,8,5.3,0.39,Security Guard
2024-04-13,Female,Unorganised,1,3,8.2,0.72,Cook
2022-12-10,Female,Unorganised,0,2,3,0.43,Security Guard
2024-11-17,Female,Organised,1,2,1.8,0.48,Laundry Attendant
2019-11-23,Male,Organised,1,10,5,0.65,Security Guard
2023-10-26,Male,Unorganised,2,5,4.1,0.35,Security Guard
2019-02-19,Male,Unorganised,0,8,3,0.57,Janitor
2019-10-06,Male,Organised,0,3,7,0.61,Kitchen Helper
2019-06-23,Male,Unorganised,4,2,4.9,0.52,Security Guard
2022-02-20,Female,Organised,1,7,2.9,0.76,Cook
2023-09-26,Male,Organised,3,9,8.7,0.7,Laundry Attendant
2018-01-29,Male,Unorganised,4,3,2.9,0.45,Laundry Attendant
2018-09-13,Male,Organised,0,10,8,0.15,Laundry Attendant
2018-01-12,Female,Organised,2,4,6.1,0.94,Cook
2021-01-23,Female,Unorganised,3,5,7.5,0.55,Housekeeper
2019-12-26,Female,Organised,3,3,8.7,0.42,Housekeeping Manager
2023-05-15,Female,Unorganised,2,4,2,0.76,Cook
2019-05-30,Female,Organised,3,3,6.9,0.8,Housekeeper
2022-10-28,Female,Organised,1,3,7.9,0.32,Janitor
2024-11-06,Female,Organised,3,7,5.8,0.5,Cleaner
2019-03-22,Female,Organised,1,10,6.8,0,Laundry Attendant
2023-06-26,Male,Unorganised,3,1,5.5,0.71,Kitchen Helper
2019-11-18,Male,Organised,2,1,7.6,0.72,Housekeeper
2019-10-14,Female,Organised,1,6,7.9,0.15,Janitor
2020-12-29,Male,Unorganised,0,6,6.7,0.15,Laundry Attendant
2020-01-09,Male,Unorganised,4,5,4.7,0.39,Kitchen Helper
2019-06-12,Male,Unorganised,0,9,7,0.38,Laundry Attendant
2019-07-03,Female,Unorganised,2,5,6.4,0.19,Housekeeping Manager
2018-01-14,Male,Unorganised,1,7,2.6,0.72,Maintenance Staff
2018-02-08,Female,Unorganised,1,2,5,0.62,Laundry Attendant
2024-08-03,Female,Unorganised,2,4,5.1,0.44,Cook
2020-08-24,Male,Organised,3,8,7.4,0.7,Kitchen Helper
2020-09-12,Male,Organised,3,5,4.4,0.44,Kitchen Helper
2021-09-18,Female,Unorganised,1,3,6.9,0.61,Housekeeping Manager
2022-05-28,Male,Organised,3,3,4.3,0.4,Janitor
2022-02-12,Male,Organised,2,2,5.6,0.05,Cleaner
2018-12-03,Female,Organised,0,4,7.5,0.57,Cook
2018-02-08,Male,Organised,2,10,9.1,0.49,Kitchen Helper
2020-12-21,Female,Organised,1,3,3,0.12,Laundry Attendant
2024-03-12,Female,Organised,1,2,0.8,0.67,Maintenance Staff
2021-03-26,Male,Unorganised,3,1,5,0.7,Housekeeper
2023-12-31,Female,Unorganised,4,5,7.5,0.34,Janitor
2024-07-07,Male,Unorganised,3,6,6.1,0.04,Cleaner
2024-02-08,Female,Organised,1,1,4.3,0.37,Security Guard
2022-04-13,Female,Organised,1,2,10,0.53,Laundry Attendant
2021-10-09,Male,Unorganised,3,9,8.2,0.61,Laundry Attendant
2020-03-15,Female,Unorganised,3,7,6.5,0.47,Housekeeper
2023-07-10,Male,Organised,1,8,8.2,0.48,Cleaner
2018-08-14,Female,Unorganised,4,9,6.2,0.42,Maintenance Staff
2021-01-25,Female,Organised,2,3,2,0.16,Laundry Attendant
2019-01-28,Female,Organised,3,6,0,0.43,Janitor
2020-05-17,Male,Organised,2,10,5,0.31,Maintenance Staff
2019-06-10,Female,Organised,1,5,5.1,0.63,Housekeeping Manager
2019-01-08,Female,Organised,2,2,5.1,0.35,Kitchen Helper
2020-01-28,Female,Unorganised,2,3,5,0.12,Laundry Attendant
2022-06-06,Female,Unorganised,1,4,5,0.52,Housekeeping Manager
2022-03-15,Female,Organised,0,7,5.3,0.22,Kitchen Helper
2022-02-28,Male,Unorganised,1,9,10,0.04,Housekeeper
2024-02-15,Female,Unorganised,4,7,5,0.22,Cleaner
2024-03-05,Female,Organised,0,9,7,0.53,Laundry Attendant
2019-06-02,Female,Organised,1,3,7.9,0.32,Cleaner
2018-01-24,Female,Unorganised,1,5,6.7,0.72,Housekeeping Manager
2019-12-01,Male,Organised,3,2,6.4,0.31,Housekeeping Manager
2019-06-18,Female,Unorganised,2,7,3.1,0,Janitor
2022-03-11,Female,Organised,0,1,6.3,0.53,Housekeeper
2021-08-23,Female,Unorganised,3,10,7.9,0.68,Janitor
2019-08-02,Female,Organised,0,2,7.4,0.72,Security Guard
2018-05-12,Male,Organised,3,4,9.2,0.5,Maintenance Staff
2024-05-17,Male,Organised,1,6,3.6,0.66,Security Guard
2022-07-26,Male,Organised,4,3,6.4,0.51,Kitchen Helper
2023-01-08,Male,Unorganised,2,8,4.7,0.5,Maintenance Staff
2024-04-03,Female,Unorganised,3,8,6.6,0.4,Security Guard
2023-01-22,Female,Organised,0,3,3.9,0.18,Kitchen Helper
2024-07-22,Female,Organised,4,1,2.9,0.19,Maintenance Staff
2018-05-10,Male,Unorganised,0,5,7.5,0.85,Security Guard
2019-10-19,Female,Unorganised,3,4,6.2,0.49,Laundry Attendant
2024-08-19,Female,Organised,1,10,8,0.94,Housekeeping Manager
2020-06-17,Female,Organised,3,4,5.9,0.34,Laundry Attendant
2019-09-05,Female,Organised,1,3,6.1,0.59,Laundry Attendant
2019-06-20,Male,Organised,0,4,3.8,0.79,Cook
2020-09-18,Male,Organised,1,3,2,0.28,Cleaner
2018-05-24,Male,Unorganised,2,3,4.1,0.66,Maintenance Staff
2024-02-13,Male,Unorganised,3,8,5.3,0.66,Maintenance Staff
2018-01-28,Female,Unorganised,0,5,7.3,0.34,Kitchen Helper
2019-01-09,Male,Unorganised,1,8,6.5,0.4,Janitor
2024-03-27,Male,Organised,0,7,7.9,0.63,Cleaner
2022-07-21,Male,Organised,0,5,9.2,0.81,Cleaner
2021-03-01,Female,Unorganised,1,7,4.4,0.51,Janitor
2018-12-11,Female,Organised,4,4,4.1,0.56,Cook
2022-07-18,Male,Organised,4,1,5,0.43,Cleaner
2022-03-07,Female,Unorganised,2,6,6.2,0.72,Housekeeping Manager
2024-03-11,Female,Unorganised,4,9,4.1,0.18,Janitor
2020-07-06,Female,Organised,4,8,7.3,0.12,Kitchen Helper
2021-02-23,Male,Unorganised,1,4,6.7,0.4,Laundry Attendant
2018-01-13,Female,Organised,1,5,4,0.38,Housekeeping Manager
2019-08-13,Female,Organised,3,2,2,0.85,Cleaner
2018-07-30,Male,Unorganised,1,4,8,0.38,Laundry Attendant
2023-11-12,Female,Organised,1,7,9.1,0.15,Cook
2024-05-23,Female,Organised,1,8,5.3,0.32,Laundry Attendant
2024-08-29,Male,Unorganised,3,2,6.3,0.48,Laundry Attendant
2021-09-06,Male,Unorganised,1,5,9.2,0.28,Housekeeping Manager
2021-07-24,Male,Unorganised,2,8,3.9,0.66,Cook
2021-09-16,Male,Organised,4,7,4.4,0.29,Cook
2023-04-23,Female,Organised,2,1,4,0.46,Housekeeper
2018-10-31,Female,Unorganised,0,5,6.9,0.36,Laundry Attendant
2021-02-25,Female,Unorganised,3,3,5.4,0.67,Housekeeper
2019-12-26,Male,Organised,0,8,0,0.2,Housekeeping Manager
2019-02-22,Male,Organised,0,2,1.8,0.57,Cleaner
2019-07-08,Female,Organised,4,2,4.3,0.62,Housekeeping Manager
2018-01-24,Male,Unorganised,1,4,5.4,0.11,Cook
2018-10-25,Male,Organised,4,3,7.9,0.55,Laundry Attendant
2024-10-29,Female,Organised,0,6,1.8,0.61,Security Guard
2022-06-05,Male,Unorganised,2,5,10,0.57,Security Guard
2021-04-20,Male,Organised,3,4,7.4,0.05,Cook
2023-02-27,Female,Unorganised,4,6,5.3,0.19,Housekeeper
2021-03-09,Male,Organised,0,3,5.6,0.12,Cook
2022-11-16,Male,Unorganised,2,4,5,0.12,Janitor
2018-04-07,Female,Unorganised,1,4,4,0.27,Maintenance Staff
2018-08-19,Female,Organised,0,6,5.5,0.39,Maintenance Staff
2023-05-01,Male,Organised,0,4,10,0.94,Cleaner
2022-03-19,Female,Organised,0,9,7.6,0.76,Laundry Attendant
2022-07-23,Male,Organised,1,5,6.7,0.66,Cleaner
2021-08-06,Male,Unorganised,2,7,3.9,0.65,Maintenance Staff
2021-05-21,Male,Organised,2,6,9.1,0.68,Janitor
2024-05-24,Male,Organised,1,3,4.9,0.2,Laundry Attendant
2021-04-03,Male,Unorganised,0,4,7.9,0.12,Cook
2022-04-01,Female,Unorganised,2,6,0,0.12,Laundry Attendant
2021-09-22,Male,Unorganised,4,10,2.6,0.4,Cook
2024-05-09,Male,Organised,2,4,5,0.63,Maintenance Staff
2022-03-25,Male,Unorganised,4,1,6.4,0.32,Cook
2024-02-09,Male,Unorganised,1,10,5.6,0.16,Janitor
2021-12-20,Female,Unorganised,0,7,6.9,0.29,Security Guard
2018-01-25,Female,Unorganised,2,1,3.1,0.68,Housekeeping Manager
2020-09-13,Male,Unorganised,3,3,2.9,0.42,Kitchen Helper
2021-10-23,Female,Unorganised,3,10,9.1,0.45,Janitor
2020-12-07,Male,Unorganised,1,3,5.7,0.72,Laundry Attendant
2021-09-24,Female,Organised,1,9,4.4,0.43,Security Guard
2021-02-14,Female,Unorganised,3,5,2.6,0.55,Security Guard
2022-06-18,Male,Organised,0,1,6.4,0.62,Cook
2018-04-25,Male,Unorganised,3,1,7.4,0.51,Maintenance Staff
2022-08-19,Male,Unorganised,4,10,7,0.39,Housekeeper
2023-03-27,Male,Organised,3,6,4.4,0.62,Laundry Attendant
2024-07-29,Male,Organised,2,8,6.7,0.79,Security Guard
2019-04-12,Male,Organised,4,1,5.9,0.4,Cleaner
2020-04-17,Female,Unorganised,3,8,6.6,0.27,Housekeeper
2020-07-26,Male,Organised,4,1,5.7,0.32,Janitor
2019-07-14,Female,Unorganised,4,3,3,0.31,Laundry Attendant
2021-12-17,Female,Unorganised,1,7,4.3,0.16,Cook
2021-11-04,Female,Organised,4,10,6.8,0.26,Cleaner
2020-05-03,Male,Organised,0,4,3.8,0.68,Cleaner
2019-04-04,Male,Organised,4,9,5.9,0.31,Maintenance Staff
2020-12-15,Female,Organised,2,4,7.5,0.27,Cook
2023-11-04,Male,Unorganised,1,7,8.3,0.57,Housekeeping Manager
2020-04-16,Male,Organised,3,8,10,0.91,Kitchen Helper
2023-12-03,Female,Organised,0,2,3.9,0.22,Janitor
2024-04-22,Female,Unorganised,2,7,9.2,0.05,Maintenance Staff
2022-09-25,Male,Organised,2,1,5.8,0.29,Laundry Attendant
2022-05-27,Male,Unorganised,4,5,8.2,0.94,Cook
2020-11-11,Male,Organised,4,8,7.6,0.53,Cook
2023-09-10,Male,Organised,1,8,0.8,0.76,Kitchen Helper
2018-09-06,Female,Organised,4,9,7,0.12,Housekeeping Manager
2020-01-02,Male,Organised,0,6,2.6,0.36,Kitchen Helper
2022-01-27,Female,Organised,4,7,6.5,0.38,Housekeeping Manager
2018-12-19,Female,Organised,2,4,6.5,0.39,Cleaner
2018-07-23,Female,Organised,1,2,7.4,0.33,Laundry Attendant
2019-05-08,Female,Unorganised,0,8,4.4,0.51,Maintenance Staff
2018-07-24,Female,Unorganised,4,9,6.7,0.44,Maintenance Staff
2019-06-03,Male,Unorganised,4,5,3.1,0.52,Housekeeping Manager
2023-06-19,Female,Organised,0,9,3.8,0,Kitchen Helper
2021-10-20,Male,Unorganised,1,5,2.6,0.28,Kitchen Helper
2022-03-21,Male,Unorganised,2,4,6.7,0.18,Cook
2023-03-25,Female,Unorganised,0,1,5.9,0.49,Housekeeper
2022-03-02,Male,Unorganised,1,3,6.3,0.49,Security Guard
2023-07-13,Male,Organised,4,8,5.6,0.32,Cleaner
2020-03-19,Female,Unorganised,4,8,4,0.11,Kitchen Helper
2020-07-05,Female,Organised,0,1,7.7,0.31,Security Guard
2024-12-12,Male,Organised,0,5,4.1,0,Maintenance Staff
2021-10-07,Male,Organised,0,2,6.9,0.35,Cleaner
2022-06-26,Male,Unorganised,3,4,4.9,0.2,Maintenance Staff
2019-01-29,Male,Unorganised,3,1,4.1,0.61,Cook
2019-06-22,Female,Unorganised,0,1,4.3,0.22,Maintenance Staff
2023-09-29,Female,Unorganised,1,8,9.1,0.48,Housekeeper
2022-02-03,Female,Unorganised,1,10,7.6,0.41,Housekeeping Manager
2020-10-29,Male,Unorganised,0,7,5.7,0.33,Cook
2019-10-03,Female,Unorganised,4,6,5.3,0.16,Kitchen Helper
2018-08-27,Female,Unorganised,3,9,5.6,0.61,Laundry Attendant
2020-08-04,Male,Organised,1,4,7.9,0.76,Housekeeper
2018-06-21,Male,Unorganised,3,3,5.3,0.41,Cleaner
2021-08-23,Female,Unorganised,3,10,4.1,0.91,Janitor
2021-03-17,Male,Unorganised,4,4,6.9,0.2,Maintenance Staff
2022-03-19,Male,Unorganised,3,7,6.8,0.48,Maintenance Staff
2023-02-06,Male,Unorganised,1,9,4.7,0.34,Laundry Attendant
2021-03-09,Male,Unorganised,0,1,2.6,0.6,Laundry Attendant
2024-11-01,Female,Unorganised,3,5,5.9,0.4,Housekeeper
2021-11-08,Male,Organised,1,6,2.6,0.63,Kitchen Helper
2018-07-24,Female,Organised,2,6,4,0.04,Cook
2024-10-13,Female,Unorganised,2,1,5.7,0.29,Housekeeping Manager
2022-11-21,Male,Organised,4,4,5.1,0.61,Housekeeping Manager
2020-02-18,Female,Unorganised,1,9,5.1,0.52,Kitchen Helper
2019-09-15,Female,Organised,3,10,6.2,0.91,Housekeeper
2024-10-02,Male,Unorganised,1,2,8.7,0.65,Cook
2020-09-14,Female,Organised,3,2,3,0.44,Janitor
2022-10-26,Female,Organised,0,10,6,0.65,Housekeeping Manager
2021-11-28,Male,Unorganised,3,7,9.2,0.37,Cook
2022-08-27,Female,Unorganised,2,8,6.6,0.22,Security Guard
2018-01-14,Male,Unorganised,3,8,4.3,0.18,Cook
2022-05-10,Male,Unorganised,4,8,4,0.16,Housekeeping Manager
2019-04-25,Male,Organised,0,1,1.8,0.26,Housekeeper
2018-10-20,Male,Unorganised,0,4,5.9,0.67,Kitchen Helper
2020-08-15,Female,Organised,1,2,7.4,0.68,Security Guard
2018-08-18,Male,Organised,2,9,8.7,0.66,Kitchen Helper
2020-10-26,Male,Unorganised,1,4,6.2,0.85,Cleaner
2019-12-07,Male,Unorganised,1,4,7.7,0.61,Janitor
2018-05-23,Male,Unorganised,1,1,7.7,0.55,Kitchen Helper
2019-07-16,Male,Unorganised,4,2,7.6,0.91,Housekeeping Manager
2020-10-15,Female,Unorganised,1,5,4.7,0.42,Housekeeping Manager
2021-01-08,Male,Organised,4,2,2.9,0.61,Security Guard
2023-03-31,Male,Unorganised,2,6,6.6,0.29,Housekeeping Manager
2023-12-18,Female,Unorganised,3,5,3.8,0.4,Janitor
2021-05-10,Male,Unorganised,3,4,5.5,0.91,Housekeeping Manager
2022-07-13,Female,Unorganised,2,3,0,0.68,Laundry Attendant
2021-12-08,Male,Organised,1,2,5.8,0.46,Cook
2023-09-24,Male,Unorganised,0,8,7,0.52,Laundry Attendant
2023-09-12,Male,Organised,3,1,5.4,0.67,Housekeeper
2022-12-27,Male,Organised,2,5,3,0.55,Cleaner
2021-09-21,Female,Organised,2,8,3,0.15,Security Guard
2022-08-02,Male,Unorganised,3,10,3.9,0.79,Cleaner
2022-09-06,Male,Organised,1,10,7.5,0.62,Security Guard
2023-01-17,Male,Organised,4,9,7.6,0.39,Security Guard
2018-03-30,Male,Organised,1,6,6.3,0.29,Kitchen Helper
2018-08-25,Male,Organised,3,10,1.8,0.61,Housekeeper
2024-12-09,Female,Organised,0,1,5,0.5,Maintenance Staff
2021-06-01,Male,Organised,1,4,5.5,0.53,Maintenance Staff
2024-11-04,Male,Unorganised,0,10,6.8,0.68,Maintenance Staff
2022-08-16,Male,Unorganised,2,10,5.4,0.41,Maintenance Staff
2023-08-31,Female,Organised,1,3,6.3,0.15,Cleaner
2019-09-10,Female,Organised,4,2,8.3,0.11,Housekeeper
2022-11-27,Female,Unorganised,3,6,5.7,0.71,Janitor
2023-06-08,Male,Unorganised,3,7,0,0.38,Housekeeping Manager
2020-12-27,Female,Unorganised,1,7,5.1,0.68,Security Guard
2019-06-24,Male,Organised,4,1,0.8,0.52,Housekeeper
2022-04-07,Female,Unorganised,0,10,6.9,0.32,Janitor
2018-10-08,Male,Organised,1,10,5.6,0.51,Security Guard
2023-12-28,Female,Organised,4,10,6.1,0.56,Housekeeper
2020-06-25,Male,Unorganised,4,3,5,0.33,Janitor
2019-04-29,Female,Unorganised,3,9,7.3,0.39,Housekeeping Manager
2021-03-03,Female,Organised,4,8,5.5,0.8,Kitchen Helper
2021-08-18,Female,Unorganised,4,10,3,0.4,Kitchen Helper
2024-03-15,Female,Unorganised,4,8,7.5,0.28,Housekeeper
2018-07-02,Female,Organised,0,10,5.4,0.66,Security Guard
2024-06-26,Female,Organised,3,4,7,0.41,Security Guard
2021-05-10,Female,Organised,2,10,6.7,0.85,Housekeeper
2021-11-30,Female,Organised,4,7,3,0.7,Security Guard
2020-12-09,Male,Organised,0,5,7.4,0.76,Laundry Attendant
2023-03-31,Male,Unorganised,1,8,5.5,0.46,Laundry Attendant
2019-02-10,Male,Organised,3,3,4.3,0.35,Cook
2023-06-13,Male,Organised,4,6,6,0.28,Housekeeper
2023-08-21,Female,Organised,4,8,5.5,0.04,Housekeeper
2021-08-25,Male,Unorganised,0,1,8,0.18,Housekeeper
2024-02-29,Female,Organised,4,5,4.9,0.04,Housekeeping Manager
2022-05-08,Male,Unorganised,1,2,1.8,0.4,Janitor
2020-07-07,Female,Unorganised,2,2,5.8,0.4,Maintenance Staff
2019-09-22,Male,Unorganised,1,5,3.6,0.63,Janitor
2024-10-19,Male,Unorganised,2,9,5.4,0.16,Maintenance Staff
2022-07-23,Female,Organised,2,7,4.7,0.29,Maintenance Staff
2018-04-02,Male,Unorganised,3,4,2,0.12,Laundry Attendant
2019-08-01,Female,Organised,2,5,0.8,0.67,Cleaner
2024-01-29,Male,Organised,1,1,8.7,0.31,Cook
2021-03-14,Female,Organised,4,6,8.2,0.16,Kitchen Helper
2020-11-02,Female,Unorganised,3,6,5.4,0.59,Security Guard
2018-08-26,Male,Unorganised,0,7,5,0.48,Housekeeper
2023-10-29,Male,Unorganised,1,9,5.5,0.6,Security Guard
2020-09-16,Male,Unorganised,4,4,3.6,0.7,Security Guard
2024-07-14,Female,Unorganised,1,1,3.9,0.39,Security Guard
2018-05-07,Male,Unorganised,2,10,2.6,0.65,Housekeeping Manager
2021-07-26,Male,Unorganised,3,9,4.1,0.53,Janitor
2023-04-28,Male,Unorganised,0,1,8.7,0.5,Housekeeper
2024-06-27,Female,Unorganised,0,6,8.2,0.45,Janitor
2022-03-22,Male,Organised,0,8,8,0.26,Security Guard
2018-09-08,Female,Unorganised,2,4,9.2,0.18,Cleaner
2022-10-24,Male,Unorganised,1,3,1.8,0.91,Housekeeping Manager
2019-03-10,Male,Unorganised,0,1,3.9,0.71,Kitchen Helper
2022-06-28,Male,Organised,3,1,7.3,0.44,Janitor
2018-03-20,Male,Unorganised,1,7,3.8,0.8,Housekeeper
2021-11-20,Male,Organised,0,3,5.7,0.55,Laundry Attendant
